,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,param_objective,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.95445556640625,0.3470018066026047,0.01549668312072754,0.008934761095553233,0.1,5,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-70.53066474485303,-73.87281661109917,-66.16469014322124,-73.52076864030342,-60.311363409777925,-68.88006070985095,5.098707404822838,1
1,4.361311674118042,1.0633523391543163,0.014441776275634765,0.003203110983507797,0.1,5,750,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 750, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-70.34075465124302,-73.89002969776428,-66.16462680624218,-73.65732137955197,-60.44961552013014,-68.90046961098632,5.069507674756435,2
2,5.6190227508544925,1.570989816640783,0.01814870834350586,0.0038060235070282488,0.1,7,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-73.42435937973669,-74.23446075713525,-67.37768867166449,-75.20281667554995,-61.95792995335868,-70.43945108748902,5.046028487256402,3
3,7.153108549118042,0.7788675152183812,0.02210712432861328,0.0010383292973185753,0.1,7,750,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 750, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-73.59999498175466,-74.72639687774007,-67.41830482428031,-76.52483636669565,-62.62837645825072,-70.97958190174428,5.178423718414818,4
4,2.9063792705535887,0.09407272365490432,0.013796567916870117,0.0020418712151231487,0.5,5,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-80.34097076879031,-79.06070691012411,-72.60675843067196,-78.57546795399028,-69.23899364992944,-75.96457954270123,4.291014130872522,5
5,4.249624633789063,0.10991939447329492,0.015956830978393555,0.00063040379807641,0.5,5,750,2,reg:absoluteerror,7656,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 750, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-83.34205020441374,-83.72706738007658,-80.29166925390135,-78.57531035649329,-73.22431815620061,-79.83208307021712,3.819529456105649,6
6,4.258088731765747,0.09456900650418036,0.016337823867797852,0.001111277385034274,0.5,7,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.5, 'max_depth': 7, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-86.63305820729214,-89.16047726523999,-81.91618031559138,-87.32842499892462,-83.75592509563552,-85.75881317653673,2.591397005006641,7
7,6.204442262649536,0.35774177713248656,0.02148303985595703,0.001792960474323577,0.5,7,750,2,reg:absoluteerror,7656,"{'learning_rate': 0.5, 'max_depth': 7, 'n_estimators': 750, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-97.13451770736154,-94.33958043405836,-85.12027484228608,-95.24430888505394,-91.01256541842392,-92.57024945743676,4.220004073844416,8
