,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,param_objective,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1,1.8260400772094727,0.09519494570852903,0.01095128059387207,0.0028500952605407777,0.01,1,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 1, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-103.9081757327183,-86.7708869706618,-108.9801819665959,-121.73842388056963,-105.44048043513119,-105.36762979713538,11.216305891289483,1
6,0.9317418098449707,0.1088238719005898,0.007745981216430664,0.002001792603983041,0.1,1,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-104.47675311130385,-87.07828655477434,-110.13062756599616,-121.37576150406383,-105.88012668142068,-105.78831108351179,11.078068020477778,2
7,1.8520981788635253,0.11130782308940057,0.012435150146484376,0.0030227347650170953,0.1,1,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-104.52352494467843,-87.9415403667013,-110.0266761083923,-121.31756086575949,-106.85550247975925,-106.13296095305816,10.768223861828773,3
0,1.159205675125122,0.17808698883491056,0.013390827178955077,0.0063526557724392675,0.01,1,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 1, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-105.57025109478441,-88.03913265395559,-110.43196769212086,-124.44128006914536,-107.07288648875401,-107.11110359975206,11.64026561146472,4
3,8.196261358261108,0.139037885639911,0.022349023818969728,0.0019405049271693292,0.01,5,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-106.75222645605213,-90.67765655527366,-112.60898901858106,-124.68388230109603,-108.33174655290068,-108.6109001767807,10.949514055789546,5
2,4.728001594543457,0.719535669936024,0.013945484161376953,0.002446808326724109,0.01,5,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-106.93492030360461,-90.34606196058044,-112.80563070525844,-125.21515824283394,-108.80535778413092,-108.82142579928168,11.220753827638383,6
4,9.089653015136719,0.11218546736512428,0.039497995376586915,0.008550669694051589,0.01,10,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-107.51974198677152,-92.03559373872584,-112.30414105073163,-125.79019292966535,-107.29774509664259,-108.98948296050739,10.823190740231878,7
5,18.15910930633545,0.4596545230161441,0.0583442211151123,0.007012796916687615,0.01,10,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-107.939487277914,-94.3495639312732,-113.41249167348397,-125.22716654727796,-108.2132258803689,-109.8283870620636,9.95729751540617,8
8,3.9439720153808593,0.15304412478060803,0.018650197982788087,0.009427586984891588,0.1,5,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-119.9769773231698,-106.17707497073742,-128.07556952263928,-130.8182512772996,-123.03004486489336,-121.61558359174789,8.595973364263974,9
9,8.019030046463012,0.11535757874231292,0.026530361175537108,0.003893431362934205,0.1,5,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-127.67741235850866,-113.01684027229027,-129.09214925523227,-133.71591708002663,-128.77884145281442,-126.45623208377444,7.0307059871215705,10
