,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,param_objective,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8,2.5614267349243165,0.04557676222465917,0.011067724227905274,0.0005706939346213206,0.1,5,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-70.53066474485303,-73.87281661109917,-66.16469014322124,-73.52076864030342,-60.311363409777925,-68.88006070985095,5.098707404822838,1
6,0.5845966339111328,0.014473491114271464,0.0063091754913330075,0.00023522003409811383,0.1,1,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-72.01004647002165,-73.53746518785888,-68.59247577321058,-71.55828574762117,-59.034390471011854,-68.94653272994483,5.208818514481888,2
7,1.205889892578125,0.08076675254153037,0.011539793014526368,0.007759560045440641,0.1,1,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-71.99293318566431,-73.69953575915719,-68.65137041510903,-71.54776122362124,-59.190423977086155,-69.01640491212757,5.1745985619971275,3
9,4.938524770736694,0.044577763670433666,0.017269229888916014,0.0014469756040785381,0.1,5,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-70.71803915381923,-73.99260426913911,-66.16461082801753,-73.65742190906447,-60.823639580362794,-69.07126314808063,4.988712139387262,4
3,8.539333391189576,0.10499868777427207,0.022011470794677735,0.002116157033551019,0.01,5,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-71.56285881212433,-74.36257362665131,-67.47842225258456,-75.08206116577331,-61.11608937059619,-69.92040104554594,5.148834129140173,5
5,13.919763135910035,1.8646083428401667,0.04406981468200684,0.00315608739449375,0.01,10,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-72.9208626527793,-74.162470505011,-67.61655466632857,-76.94823040472552,-61.35468568198459,-70.6005607821658,5.527285231452129,6
2,6.692925214767456,0.6095481479238927,0.019977855682373046,0.006127301404006171,0.01,5,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-73.6761123836885,-74.54696398017145,-68.11473109976941,-79.42653698842182,-65.03416878034743,-72.15970264647973,5.058466649307168,7
1,3.7915343284606933,0.5450175432808968,0.018851613998413085,0.0033686944582008156,0.01,1,1000,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 1, 'n_estimators': 1000, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-75.02250360467245,-75.41883457073168,-71.57909255823368,-75.92622192678584,-63.64588282266483,-72.3185070966177,4.597833827246556,8
10,6.570486974716187,0.4653741890953417,0.025077104568481445,0.002272937376697527,0.1,10,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-74.8694957356975,-78.15798623993723,-67.96594712009299,-76.51440919460988,-65.43004067212703,-72.58757579249293,4.9849054621525815,9
4,8.253967237472533,0.7050467423227892,0.025650691986083985,0.0022633058279133834,0.01,10,500,2,reg:absoluteerror,7656,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 500, 'n_jobs': 2, 'objective': 'reg:absoluteerror', 'random_state': 7656}",-75.12505055802863,-75.060545089649,-68.38173844921475,-80.93384399385768,-65.9145722182952,-73.08315006180905,5.351721655632834,10
